OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotNumberCycles,TotUsingFrozenEggs,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDHealthSnglLBRate1,FshNDHealthSnglLBRate2,FshNDHealthSnglLBRate3,FshNDHealthSnglLBRate4,FshNDHealthSnglLBRate5,FshNDHealthSnglLBRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTwinlLBRate1,FshNDTwinlLBRate2,FshNDTwinlLBRate3,FshNDTwinlLBRate4,FshNDTwinlLBRate5,FshNDTwinlLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,FshNDHealthSnglLB_TransRate6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTwinLB_TransRate1,FshNDTwinLB_TransRate2,FshNDTwinLB_TransRate3,FshNDTwinLB_TransRate4,FshNDTwinLB_TransRate5,FshNDTwinLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,ThwNDHealthSnglLB_TransRate6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTwinLB_TransRate1,ThwNDTwinLB_TransRate2,ThwNDTwinLB_TransRate3,ThwNDTwinLB_TransRate4,ThwNDTwinLB_TransRate5,ThwNDTwinLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,TotBankingCycles1,TotBankingCycles2,TotBankingCycles3,TotBankingCycles4,TotBankingCycles5,TotBankingCycles6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrHealthSnglLB_TransRate,ThwDnrHealthSnglLB_TransRate,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrTwinLB_TransRate,ThwDnrTwinLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
202,A WOMAN'S CENTER FOR REPRODUCTIVE MEDICINE,,BATON ROUGE,LOUISIANA,100%,88%,0%,0%,<1%,11%,12%,28%,13%,<1%,62%,7%,5%,5%,30%,149,0,"Bobby W. Webster, MD",64,22,20,1,3,2,7.8,13.6,10.0,1 / 1,1 / 3,1 / 2,2.0,1.8,1.9,,4.0,2.0,39.3,26.7,21.2,,0 / 8,0 / 2,3.6,1 / 14,0 / 14,,0 / 2,0 / 1,17.2,18.2,15.0,0 / 1,0 / 3,0 / 2,17.2,22.7,15.0,0 / 1,0 / 3,0 / 2,20.3,4.5,5.0,0 / 1,0 / 3,0 / 2,37.5,27.3,20.0,0 / 1,0 / 3,0 / 2,43.8,31.8,25.0,0 / 1,0 / 3,0 / 2,56,17,17,0,2,1,19.6,4 / 17,3 / 17,,0 / 2,0 / 1,19.6,5 / 17,3 / 17,,0 / 2,0 / 1,23.2,1 / 17,1 / 17,,0 / 2,0 / 1,42.9,6 / 17,4 / 17,,0 / 2,0 / 1,50.0,7 / 17,5 / 17,,0 / 2,0 / 1,18,2,1,1,0,0,18,2,1,1,0,0,1.1,2.0,,,,,1.9,2.0,1.0,3.0,,,38.2,1 / 4,0 / 1,0 / 3,,,1 / 18,0 / 2,0 / 1,0 / 1,,,1 / 18,0 / 2,0 / 1,0 / 1,,,4 / 18,0 / 2,0 / 1,0 / 1,,,5 / 18,0 / 2,0 / 1,0 / 1,,,7 / 18,1 / 2,0 / 1,0 / 1,,,0,0,0,0,0,0,9,6,7,6,2.0,1.8,6 / 14,5 / 11,2 / 7,1 / 6,3 / 7,2 / 6,1 / 7,0 / 6,4 / 7,2 / 6,4 / 7,4 / 6,A Woman's Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,LA
203,FERTILITY AND WOMEN'S HEALTH CENTER OF LOUISIANA,,LAFAYETTE,LOUISIANA,100%,80%,0%,<1%,0%,28%,13%,12%,11%,3%,39%,<1%,13%,7%,10%,162,1,"John Storment, MD",98,11,13,4,2,0,7.1,1 / 11,0 / 13,1 / 4,0 / 2,,2.0,2.2,2.2,1.7,4.0,,44.9,40.9,10.3,0 / 5,0 / 8,,1.2,0 / 10,0 / 10,0 / 2,0 / 2,,15.3,2 / 11,1 / 13,0 / 4,0 / 2,,19.4,3 / 11,2 / 13,0 / 4,0 / 2,,27.6,2 / 11,0 / 13,0 / 4,0 / 2,,46.9,5 / 11,2 / 13,0 / 4,0 / 2,,51.0,7 / 11,3 / 13,0 / 4,0 / 2,,87,10,13,3,2,0,17.2,2 / 10,1 / 13,0 / 3,0 / 2,,21.8,3 / 10,2 / 13,0 / 3,0 / 2,,31.0,2 / 10,0 / 13,0 / 3,0 / 2,,52.9,5 / 10,2 / 13,0 / 3,0 / 2,,57.5,7 / 10,3 / 13,0 / 3,0 / 2,,19,3,1,2,0,0,18,3,1,2,0,0,1.5,,,2.0,,,2.2,2.0,2.0,3.0,,,28.2,2 / 6,0 / 2,0 / 4,,,4 / 18,2 / 3,0 / 1,0 / 2,,,4 / 18,2 / 3,0 / 1,0 / 2,,,2 / 18,0 / 3,0 / 1,0 / 2,,,6 / 18,2 / 3,0 / 1,0 / 2,,,7 / 18,2 / 3,0 / 1,1 / 2,,,3,0,0,1,0,0,2,2,2,2,2.0,2.0,1 / 4,0 / 4,0 / 2,0 / 2,1 / 2,0 / 2,0 / 2,0 / 2,1 / 2,0 / 2,1 / 2,0 / 2,Fertility and Women's Health Center of Louisiana,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,LA
204,FERTILITY INSTITUTE OF NEW ORLEANS,,METAIRIE,LOUISIANA,100%,69%,0%,2%,13%,15%,35%,8%,12%,0%,30%,23%,1%,10%,12%,615,4,"Richard P. Dickey, MD, PhD",233,80,35,33,12,5,6.9,10.0,14.3,12.1,1 / 12,3 / 5,2.0,1.9,2.0,2.5,2.8,,39.8,33.0,32.5,14.3,12.0,,1.9,7.7,1 / 15,1 / 11,0 / 8,,19.3,20.0,2.9,6.1,0 / 12,0 / 5,22.7,25.0,5.7,6.1,0 / 12,0 / 5,11.2,6.3,8.6,3.0,0 / 12,0 / 5,34.3,31.3,14.3,9.1,0 / 12,0 / 5,40.3,33.8,22.9,12.1,3 / 12,0 / 5,170,59,20,14,9,0,26.5,27.1,5.0,2 / 14,0 / 9,,31.2,33.9,10.0,2 / 14,0 / 9,,15.3,8.5,15.0,1 / 14,0 / 9,,47.1,42.4,25.0,3 / 14,0 / 9,,55.3,45.8,40.0,4 / 14,3 / 9,,95,39,24,9,2,1,82,33,20,6,2,1,1.3,1.4,1.2,1.2,1.0,,1.9,1.9,1.9,1.2,2.0,2.0,30.0,20.3,27.8,0 / 7,0 / 4,0 / 2,17.1,12.1,15.0,0 / 6,0 / 2,0 / 1,22.0,15.2,15.0,0 / 6,0 / 2,0 / 1,7.3,6.1,10.0,0 / 6,0 / 2,0 / 1,30.5,21.2,25.0,0 / 6,0 / 2,0 / 1,45.1,33.3,40.0,0 / 6,0 / 2,0 / 1,5,4,8,3,0,0,7,16,6,14,2.0,1.9,8 / 12,25.9,4 / 6,5 / 14,4 / 6,6 / 14,1 / 6,0 / 14,5 / 6,6 / 14,5 / 6,6 / 14,Fertility Institute of New Orleans,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,LA
205,AUDUBON FERTILITY & REPRODUCTIVE MEDICINE,,NEW ORLEANS,LOUISIANA,100%,85%,0%,0%,6%,17%,18%,35%,5%,6%,44%,3%,5%,6%,26%,73,0,"Lindsay Wells, MD",24,14,12,2,0,0,4.2,4 / 14,1 / 12,0 / 2,,,1.5,2.0,2.4,3.0,,,53.6,1 / 16,0 / 17,1 / 6,,,8 / 19,0 / 8,0 / 7,0 / 2,,,50.0,1 / 14,0 / 12,0 / 2,,,54.2,1 / 14,0 / 12,0 / 2,,,4.2,0 / 14,0 / 12,0 / 2,,,58.3,1 / 14,0 / 12,0 / 2,,,70.8,1 / 14,0 / 12,1 / 2,,,22,8,8,2,0,0,54.5,1 / 8,0 / 8,0 / 2,,,59.1,1 / 8,0 / 8,0 / 2,,,4.5,0 / 8,0 / 8,0 / 2,,,63.6,1 / 8,0 / 8,0 / 2,,,77.3,1 / 8,0 / 8,1 / 2,,,4,2,5,0,0,0,4,2,5,0,0,0,0.6,0.7,0.7,,,,1.5,1.5,1.6,,,,3 / 6,3 / 3,3 / 8,,,,3 / 4,0 / 2,1 / 5,,,,3 / 4,0 / 2,1 / 5,,,,0 / 4,1 / 2,0 / 5,,,,3 / 4,1 / 2,1 / 5,,,,3 / 4,2 / 2,3 / 5,,,,4,1,2,0,0,0,0,3,0,3,,1.7,,1 / 5,,0 / 3,,0 / 3,,0 / 3,,0 / 3,,1 / 3,Audubon Fertility & Reproductive Medicine,No,No,Yes,Yes,Yes,Yes,Pending,1,LA
206,ARKLATEX FERTILITY AND REPRODUCTIVE MEDICINE,,SHREVEPORT,LOUISIANA,100%,72%,0%,<1%,<1%,24%,21%,13%,21%,3%,31%,3%,6%,14%,7%,156,0,"David T. Vandermolen, MD",70,29,17,5,4,1,12.9,10.3,4 / 17,1 / 5,1 / 4,1 / 1,2.0,2.3,2.5,3.0,2.7,,47.3,24.6,40.6,4 / 12,0 / 8,,9.3,4.2,1 / 12,0 / 4,0 / 3,,20.0,24.1,4 / 17,0 / 5,0 / 4,0 / 1,28.6,31.0,5 / 17,2 / 5,0 / 4,0 / 1,17.1,6.9,3 / 17,0 / 5,0 / 4,0 / 1,48.6,37.9,8 / 17,2 / 5,0 / 4,0 / 1,50.0,41.4,9 / 17,3 / 5,0 / 4,0 / 1,55,25,13,4,3,0,25.5,28.0,4 / 13,0 / 4,0 / 3,,36.4,36.0,5 / 13,2 / 4,0 / 3,,21.8,8.0,3 / 13,0 / 4,0 / 3,,61.8,44.0,8 / 13,2 / 4,0 / 3,,63.6,48.0,9 / 13,3 / 4,0 / 3,,16,6,3,0,0,1,15,6,3,0,0,1,1.7,6.0,1.5,,,,1.8,1.5,2.3,,,1.0,59.3,8 / 9,1 / 7,,,1 / 1,8 / 15,0 / 6,0 / 3,,,1 / 1,8 / 15,1 / 6,1 / 3,,,1 / 1,2 / 15,2 / 6,0 / 3,,,0 / 1,11 / 15,4 / 6,1 / 3,,,1 / 1,12 / 15,4 / 6,1 / 3,,,1 / 1,0,0,0,0,0,0,3,1,2,1,2.0,2.0,4 / 4,2 / 2,0 / 2,0 / 1,0 / 2,0 / 1,2 / 2,1 / 1,2 / 2,1 / 1,2 / 2,1 / 1,Arklatex Fertility and Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,LA
207,"BOSTON IVF, THE MAINE CENTER",,SOUTH PORTLAND,MAINE,100%,36%,<1%,1%,3%,8%,10%,17%,11%,<1%,28%,5%,27%,2%,5%,371,12,"Michael M. Alper, MD",119,44,41,31,12,0,15.1,9.1,7.3,9.7,3 / 12,,1.5,1.5,2.3,2.7,3.3,,42.6,40.7,20.0,11.9,10.0,,39.2,40.0,6.9,0 / 19,0 / 6,,23.5,11.4,19.5,6.5,2 / 12,,27.7,11.4,19.5,9.7,2 / 12,,9.2,6.8,0.0,3.2,0 / 12,,37.0,20.5,19.5,12.9,2 / 12,,41.2,31.8,26.8,25.8,3 / 12,,92,36,31,24,7,0,30.4,13.9,25.8,8.3,2 / 7,,35.9,13.9,25.8,12.5,2 / 7,,12.0,8.3,0.0,4.2,0 / 7,,47.8,25.0,25.8,16.7,2 / 7,,53.3,38.9,35.5,33.3,3 / 7,,45,32,10,4,1,0,42,28,8,4,1,0,1.6,1.8,1.3,1.0,0.5,,1.5,1.4,1.6,3.0,1.0,,30.0,33.3,6 / 13,1 / 12,0 / 1,,19.0,21.4,1 / 8,1 / 4,0 / 1,,23.8,28.6,1 / 8,1 / 4,0 / 1,,4.8,7.1,2 / 8,0 / 4,0 / 1,,28.6,35.7,3 / 8,1 / 4,0 / 1,,42.9,42.9,4 / 8,1 / 4,0 / 1,,5,0,1,0,0,0,2,12,2,11,2.0,1.6,2 / 4,3 / 18,0 / 2,2 / 11,0 / 2,2 / 11,1 / 2,0 / 11,1 / 2,2 / 11,1 / 2,3 / 11,"Boston IVF, The Maine Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,ME
208,SHADY GROVE FERTILITY RSC AT GBMC,,BALTIMORE,MARYLAND,100%,56%,0%,<1%,1%,15%,15%,18%,7%,3%,29%,10%,22%,6%,10%,"1,078",10,"Eugene Katz, MD",346,153,142,65,27,3,3.8,9.2,5.6,9.2,25.9,1 / 3,1.4,1.7,2.3,2.6,2.8,4.0,45.0,38.9,24.3,9.9,2.4,0 / 8,58.5,28.3,1.8,4.8,0 / 16,0 / 2,28.6,22.2,21.1,9.2,0.0,0 / 3,35.0,25.5,24.6,10.8,0.0,0 / 3,5.2,11.1,4.9,1.5,0.0,0 / 3,40.5,36.6,29.6,12.3,0.0,0 / 3,46.2,45.1,38.0,20.0,14.8,0 / 3,300,133,121,52,19,2,33.0,25.6,24.8,11.5,0 / 19,0 / 2,40.3,29.3,28.9,13.5,0 / 19,0 / 2,6.0,12.8,5.8,1.9,0 / 19,0 / 2,46.7,42.1,34.7,15.4,0 / 19,0 / 2,53.3,51.9,44.6,25.0,4 / 19,0 / 2,110,54,23,13,7,2,110,52,23,10,7,2,1.6,1.6,1.2,1.3,3.5,1.0,1.5,1.4,1.7,1.8,2.1,1.0,45.3,34.7,30.8,6 / 16,3 / 15,1 / 2,24.5,32.7,17.4,5 / 10,1 / 7,0 / 2,29.1,36.5,39.1,5 / 10,2 / 7,0 / 2,9.1,1.9,4.3,0 / 10,0 / 7,0 / 2,38.2,38.5,43.5,5 / 10,2 / 7,0 / 2,58.2,50.0,47.8,7 / 10,3 / 7,1 / 2,7,11,11,6,0,0,76,12,65,11,1.3,1.4,46.2,5 / 15,40.0,1 / 11,46.2,2 / 11,3.1,1 / 11,49.2,3 / 11,58.5,4 / 11,Shady Grove Fertility RSC-Towson,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MD
209,"THE A.R.T. INSTITUTE OF WASHINGTON, INC.",WALTER REED NATIONAL MILITARY MEDICAL CENTER,BETHESDA,MARYLAND,100%,71%,<1%,0%,1%,26%,12%,7%,10%,2%,37%,2%,24%,7%,12%,559,0,"James Segars, MD",219,93,111,46,0,0,7.8,8.6,12.6,15.2,,,1.6,1.8,2.1,2.2,,,40.9,27.4,19.4,17.5,,,39.8,23.0,5.1,0.0,,,27.9,21.5,12.6,10.9,,,32.9,24.7,15.3,10.9,,,8.2,5.4,6.3,2.2,,,41.1,31.2,21.6,13.0,,,46.1,35.5,25.2,26.1,,,192,82,89,38,0,0,31.8,24.4,15.7,13.2,,,37.5,28.0,19.1,13.2,,,9.4,6.1,7.9,2.6,,,46.9,35.4,27.0,15.8,,,52.6,40.2,31.5,31.6,,,44,20,15,10,1,0,43,19,15,9,1,0,1.7,1.7,2.5,1.8,,,1.5,1.7,1.5,1.6,2.0,,39.4,33.3,18.2,3 / 12,0 / 2,,34.9,9 / 19,2 / 15,1 / 9,0 / 1,,37.2,11 / 19,3 / 15,2 / 9,0 / 1,,9.3,0 / 19,0 / 15,0 / 9,0 / 1,,46.5,11 / 19,3 / 15,2 / 9,0 / 1,,51.2,11 / 19,5 / 15,4 / 9,0 / 1,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,"The A.R.T. Institute of Washington, Inc., Walter Reed National Military Medical Center",No,No,Yes,No,Yes,Yes,Yes,0,MD
210,"ENDRIKA HINTON, MD",,LUTHERVILLE,MARYLAND,100%,45%,0%,0%,5%,17%,22%,35%,39%,17%,52%,0%,4%,26%,35%,24,0,"Endrika L. Hinton, MD",11,1,5,0,3,0,1 / 11,0 / 1,0 / 5,,0 / 3,,1.8,1.0,2.0,,2.3,,7 / 16,0 / 1,0 / 4,,2 / 7,,2 / 9,,0 / 2,,0 / 3,,1 / 11,0 / 1,0 / 5,,0 / 3,,3 / 11,0 / 1,0 / 5,,0 / 3,,2 / 11,0 / 1,0 / 5,,0 / 3,,5 / 11,0 / 1,0 / 5,,0 / 3,,5 / 11,0 / 1,0 / 5,,2 / 3,,9,1,2,0,3,0,1 / 9,0 / 1,0 / 2,,0 / 3,,3 / 9,0 / 1,0 / 2,,0 / 3,,2 / 9,0 / 1,0 / 2,,0 / 3,,5 / 9,0 / 1,0 / 2,,0 / 3,,5 / 9,0 / 1,0 / 2,,2 / 3,,1,0,2,0,0,0,1,0,1,0,0,0,0.5,,0.3,,,,1.0,,1.0,,,,0 / 1,,1 / 1,,,,0 / 1,,1 / 1,,,,0 / 1,,1 / 1,,,,0 / 1,,0 / 1,,,,0 / 1,,1 / 1,,,,0 / 1,,1 / 1,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,"Endrika Hinton, MD",No,No,Yes,No,Yes,Yes,Yes,0,MD
211,JOHNS HOPKINS FERTILITY CENTER,,LUTHERVILLE,MARYLAND,100%,56%,2%,0%,5%,19%,8%,36%,6%,7%,30%,19%,6%,16%,11%,325,2,"Jairo E. Garcia, MD",79,32,51,36,18,0,13.9,3.1,13.7,16.7,4 / 18,,1.8,1.9,1.9,1.8,1.6,,39.4,20.9,8.9,13.0,1 / 10,,16.3,13.6,8.0,0 / 9,0 / 3,,12.7,15.6,3.9,5.6,1 / 18,,13.9,18.8,7.8,5.6,1 / 18,,11.4,3.1,0.0,0.0,0 / 18,,26.6,21.9,7.8,5.6,1 / 18,,32.9,25.0,9.8,11.1,2 / 18,,55,23,30,14,7,0,18.2,21.7,6.7,2 / 14,1 / 7,,20.0,26.1,13.3,2 / 14,1 / 7,,16.4,4.3,0.0,0 / 14,0 / 7,,38.2,30.4,13.3,2 / 14,1 / 7,,47.3,34.8,16.7,4 / 14,2 / 7,,20,6,13,7,4,0,19,6,12,7,4,0,0.6,1.0,0.8,0.9,1.3,0.0,1.6,1.5,2.3,1.4,2.0,,38.7,4 / 9,11.1,1 / 8,2 / 8,,8 / 19,2 / 6,1 / 12,1 / 7,1 / 4,,9 / 19,2 / 6,1 / 12,1 / 7,1 / 4,,1 / 19,1 / 6,0 / 12,0 / 7,0 / 4,,10 / 19,3 / 6,1 / 12,1 / 7,1 / 4,,11 / 19,3 / 6,3 / 12,2 / 7,2 / 4,,17,5,3,6,2,2,6,16,5,16,1.6,1.5,0 / 8,21.7,0 / 5,2 / 16,0 / 5,3 / 16,0 / 5,1 / 16,0 / 5,4 / 16,0 / 5,5 / 16,Johns Hopkins Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MD
212,SHADY GROVE FERTILITY REPRODUCTIVE SCIENCE CENTER,,ROCKVILLE,MARYLAND,100%,61%,0%,1%,5%,10%,10%,30%,4%,4%,23%,12%,22%,6%,7%,"7,694",182,"Michael J. Levy, MD","1,529",843,989,465,258,17,4.7,8.2,14.4,16.8,14.7,3 / 17,1.5,1.6,2.0,2.5,3.0,3.3,43.6,37.9,25.4,12.0,6.9,2.9,47.9,35.7,10.6,2.9,0.0,0 / 11,29.8,22.9,15.3,6.9,3.5,1 / 17,33.4,27.6,18.4,9.0,5.4,1 / 17,6.3,6.3,5.4,1.3,1.2,0 / 17,39.8,34.0,23.8,10.3,6.6,1 / 17,46.2,41.9,32.2,19.6,14.0,2 / 17,"1,276",685,732,318,182,12,35.7,28.2,20.6,10.1,4.9,1 / 12,40.0,34.0,24.9,13.2,7.7,1 / 12,7.5,7.7,7.2,1.9,1.6,0 / 12,47.6,41.9,32.1,15.1,9.3,1 / 12,55.3,51.5,43.4,28.6,19.8,2 / 12,639,426,302,95,46,9,613,400,290,87,38,9,1.5,1.3,1.3,1.4,1.0,1.8,1.4,1.3,1.5,1.6,1.8,1.8,56.0,47.0,40.4,24.2,20.6,3 / 13,34.3,34.5,29.3,18.4,13.2,1 / 9,39.3,39.5,33.1,25.3,15.8,1 / 9,8.8,6.0,6.2,1.1,2.6,0 / 9,48.3,45.5,39.7,26.4,18.4,1 / 9,64.9,55.8,52.1,39.1,36.8,4 / 9,74,128,84,16,7,4,955,626,806,571,1.4,1.3,46.8,43.1,34.2,23.6,41.1,32.0,6.2,5.6,47.4,37.7,57.8,50.3,Shady Grove Fertility Reproductive Science Center,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MD
213,MONTGOMERY FERTILITY CENTER,,SILVER SPRING,MARYLAND,100%,55%,0%,0%,3%,36%,13%,31%,2%,24%,24%,13%,2%,20%,18%,46,0,"Yemi Famuyiwa, MD",10,6,8,5,0,2,2 / 10,0 / 6,3 / 8,1 / 5,,0 / 2,2.3,3.2,2.5,1.5,,4.0,1 / 14,0 / 16,0 / 10,0 / 3,,0 / 8,0 / 4,0 / 5,0 / 3,0 / 1,,0 / 2,1 / 10,0 / 6,0 / 8,0 / 5,,0 / 2,1 / 10,0 / 6,0 / 8,0 / 5,,0 / 2,0 / 10,0 / 6,0 / 8,0 / 5,,0 / 2,1 / 10,0 / 6,0 / 8,0 / 5,,0 / 2,1 / 10,0 / 6,0 / 8,0 / 5,,0 / 2,6,5,4,2,0,2,1 / 6,0 / 5,0 / 4,0 / 2,,0 / 2,1 / 6,0 / 5,0 / 4,0 / 2,,0 / 2,0 / 6,0 / 5,0 / 4,0 / 2,,0 / 2,1 / 6,0 / 5,0 / 4,0 / 2,,0 / 2,1 / 6,0 / 5,0 / 4,0 / 2,,0 / 2,2,3,0,0,0,0,2,3,0,0,0,0,2.0,1.0,,,,0.0,2.5,2.3,,,,,0 / 5,1 / 7,,,,,0 / 2,0 / 3,,,,,0 / 2,1 / 3,,,,,0 / 2,0 / 3,,,,,0 / 2,1 / 3,,,,,0 / 2,1 / 3,,,,,0,0,0,0,0,1,4,5,4,4,2.3,3.0,1 / 6,1 / 12,1 / 4,0 / 4,1 / 4,1 / 4,0 / 4,0 / 4,1 / 4,1 / 4,2 / 4,1 / 4,Montgomery Fertility Center,Yes,Yes,Yes,Yes,Yes,No,No,0,MD
214,FERTILITY CENTER OF MARYLAND,,TOWSON,MARYLAND,100%,34%,0%,0%,0%,20%,23%,32%,13%,14%,36%,8%,11%,20%,24%,302,0,"Santiago L. Padilla, MD",71,51,36,20,22,4,4.2,23.5,36.1,25.0,54.5,4 / 4,1.8,1.8,2.3,3.7,2.5,,34.5,32.8,17.6,5.8,4.0,,11.9,18.9,9.5,0 / 14,0 / 8,,29.6,17.6,16.7,10.0,0.0,0 / 4,35.2,19.6,16.7,10.0,0.0,0 / 4,7.0,9.8,2.8,0.0,0.0,0 / 4,42.3,29.4,19.4,10.0,0.0,0 / 4,46.5,37.3,22.2,15.0,4.5,0 / 4,63,38,22,14,10,0,33.3,23.7,27.3,2 / 14,0 / 10,,39.7,26.3,27.3,2 / 14,0 / 10,,7.9,13.2,4.5,0 / 14,0 / 10,,47.6,39.5,31.8,2 / 14,0 / 10,,52.4,50.0,36.4,3 / 14,1 / 10,,29,24,21,6,2,1,28,23,15,5,1,1,2.8,1.9,2.5,2.5,,,1.7,1.7,1.8,2.0,1.0,2.0,44.4,35.1,33.3,2 / 10,1 / 1,0 / 2,28.6,34.8,3 / 15,1 / 5,1 / 1,0 / 1,32.1,43.5,3 / 15,1 / 5,1 / 1,0 / 1,14.3,4.3,2 / 15,0 / 5,0 / 1,0 / 1,46.4,47.8,5 / 15,1 / 5,1 / 1,0 / 1,60.7,56.5,7 / 15,2 / 5,1 / 1,0 / 1,0,0,0,0,0,0,7,8,7,6,1.7,2.0,6 / 12,4 / 12,1 / 7,0 / 6,2 / 7,1 / 6,1 / 7,1 / 6,3 / 7,2 / 6,5 / 7,3 / 6,Fertility Center of Maryland,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MD
